instance,best_cost,avarage_gap,avarage_gap_initial_solution,avarage_time,drone_eligible_customers,customers_served_by_drones,trucks_used
30-r-1-e,243.1106110594353,0.4569969397395181,12.125318521667888,323.8329122066498,16,8,10
