method,variant,instance,cost_original,cost_variant,cost_difference_percentage,time_original,time_variant
SISSRs,SISSRs_no_LS,<PDSVRP_instance.PDSVRPInstance object at 0x00000214FC3216D0>,39.98236352977438,55.49050120743488,38.787446035079384,183.6829493045807,155.3286635875702
SISSRs,SISSRs_no_TA,<PDSVRP_instance.PDSVRPInstance object at 0x00000214FC3216D0>,39.98236352977438,77.45542356564343,93.72397409163496,183.6829493045807,159.65473437309265
SISSRs,SISSRs_no_pert,<PDSVRP_instance.PDSVRPInstance object at 0x00000214FC3216D0>,39.98236352977438,39.98236352977439,1.7771404014946932e-14,183.6829493045807,207.76955699920654
SISSRs,SISSRs_no_rand,<PDSVRP_instance.PDSVRPInstance object at 0x00000214FC3216D0>,39.98236352977438,40.320729306915226,0.8462875809952225,183.6829493045807,245.22046756744385
SISSRs,SISSRs_no_sweep,<PDSVRP_instance.PDSVRPInstance object at 0x00000214FC3216D0>,39.98236352977438,39.982363529774396,3.5542808029893864e-14,183.6829493045807,207.62376499176025
