,num_custumers,grid_size,num_drones,battery_endurance,cost_ratio,cost_savings
0,54,22,3,0.8884176409784634,30.63568108836531,12.800471071961994
1,47,37,9,0.3439696338122875,48.13036203169394,-8.837391987431252
2,10,37,1,0.8922973944911984,49.21640722420573,0.0
3,39,38,10,0.29046154083865894,19.42349648211283,-5.706702057067007
4,73,33,14,0.6756855084282589,37.4699472516995,0.2571473286590884
5,42,26,10,0.37614379522570923,23.212216263144484,-0.6660828490300903
6,92,20,4,0.9176690092579416,45.13817710278391,7.086399422146772
7,98,39,3,0.34246771935690123,38.700277120843374,-3.6632631585344373
8,38,36,2,0.5879026479639137,28.067743822340113,1.6090703564942839
9,95,33,1,0.5779393987757393,49.5058020016457,7.712599655704657
10,48,24,9,0.7833306664865718,15.074098898098192,2.1486321186987025
11,17,28,5,0.6466682688291355,28.757958023467918,-18.436345712680072
12,91,31,10,0.5052450721124492,10.05032678586382,6.1752483373801486
13,58,22,4,0.43451073987870437,26.376816428935378,4.757506388222031
14,50,21,19,0.36377562471183045,10.990639186800731,0.277354042435162
15,83,38,20,0.9969116468136385,20.84627806674757,10.861988331905886
16,31,23,8,0.9367541634438546,10.859858571928825,0.392376928771716
17,61,32,7,0.7914654947114695,20.644183406283897,6.579702636190915
18,71,23,8,0.6144642005948413,28.062833796052807,7.755231911031416
19,15,25,18,0.3809444670167275,49.57347033061911,3.222202360142774
20,34,33,13,0.9250831265519626,35.95218876419011,2.3277776018365888
21,78,25,1,0.4093388683862783,49.79372875963652,3.41184062052889
22,94,26,18,0.6330431152983256,34.89628905844111,3.1371732830185435
23,61,32,7,0.7447252476971251,23.970968523055156,1.8531441215366447
24,31,32,10,0.46861761169252947,10.59429416534162,3.1652492757231534
25,51,25,13,0.7508858009273841,39.06989903414309,14.110115395501941
26,15,20,18,0.26264609997028454,41.43240415266683,0.0
27,53,25,17,0.7750463682431981,37.18319794806685,17.416248289587394
28,90,35,3,0.6288674433610639,41.26649811454522,5.249827199607287
29,36,26,15,0.7555655423199141,49.155482071370606,1.741363712078633
30,67,40,13,0.9610168089082247,40.81139990678213,8.603345506266992
31,78,22,1,0.39683422442402044,10.247797213597227,3.0829437745714667
32,14,36,11,0.8167439319422946,22.533579525950497,0.2725973686620736
33,87,26,17,0.4503290183485232,38.38315253024143,2.4782167451972894
34,72,23,4,0.8108342995868605,31.142356309065317,6.14385054318717
35,20,34,13,0.5738200764304212,26.688674844032487,4.482923890461795
36,57,26,12,0.46588339981325777,41.08657665851575,-2.056879000944481
37,33,23,10,0.9587878859316583,42.303660062213936,0.08889659375171527
38,90,32,11,0.49555593952410293,36.76231354810217,0.47832877782116684
39,26,24,4,0.9870678500759629,35.8599732494489,6.639299895661333
40,32,25,14,0.5880058927912759,24.45707600158332,8.204370327435841
41,86,35,15,0.46634042044989577,12.44756101336009,-1.2050176041859793
42,34,33,13,0.9035633147633481,13.504209342973766,0.10843023242438309
43,72,27,17,0.8342556950698993,49.27506213932592,5.4510015571012955
44,37,24,17,0.6641761127333295,33.472472034749586,-2.863088211184129
45,37,29,16,0.5237102271505734,10.27431329441336,0.18210955710954177
46,18,36,7,0.8747323810513903,18.897860851999198,9.15077456153655
47,50,33,13,0.6337528578365977,35.02534952690813,3.0116694372125745
48,48,23,15,0.8857156472819181,11.78928273208025,-2.208483144845223
49,47,25,20,0.42265359728191476,21.25444255576506,-1.480926785417393
50,96,36,11,0.9738587118193578,29.07366432003313,-0.09339058315294345
51,38,38,19,0.5851808600660254,41.607231654571706,0.37748351711580463
52,10,27,16,0.6667643377264657,10.623419970701171,6.417660290081088
53,93,30,14,0.8573108286751131,17.624608154549342,2.5576568466238103
54,11,39,14,0.812570853261673,49.15971666617101,0.0
55,64,36,6,0.5957422714315396,15.672202415074281,1.1428300051265703
56,11,39,9,0.8710793420387812,12.754279673959825,-3.1561671506123066
57,30,26,10,0.4743173276824919,21.256867341052374,3.4551790613182893
