instance,cost_solver,cost_heuristic,cost_difference_percentage,time_solver,time_heuristic,iter_imp,iter_max
10-c-1-c,9.232685816763809,9.232685816763809,0.0,0.12600016593933105,5.698879957199097,100,1000
30-c-1-c,38.167023837868165,43.57171800173372,14.160638216970911,3095.6530001163483,24.850085973739624,100,1000
